1. Berechnung [s];2. Berechnung [s];3. Berechnung [s];4. Berechnung [s];5. Berechnung [s];6. Berechnung [s];7. Berechnung [s];8. Berechnung [s];9. Berechnung [s];10. Berechnung [s];11. Berechnung [s];12. Berechnung [s];13. Berechnung [s];14. Berechnung [s];15. Berechnung [s];16. Berechnung [s];17. Berechnung [s];18. Berechnung [s];19. Berechnung [s];20. Berechnung [s];21. Berechnung [s];22. Berechnung [s];23. Berechnung [s];24. Berechnung [s];25. Berechnung [s];26. Berechnung [s];27. Berechnung [s];28. Berechnung [s];29. Berechnung [s];30. Berechnung [s];31. Berechnung [s];32. Berechnung [s];33. Berechnung [s];34. Berechnung [s];35. Berechnung [s];36. Berechnung [s];37. Berechnung [s];38. Berechnung [s];39. Berechnung [s];40. Berechnung [s];41. Berechnung [s];42. Berechnung [s];43. Berechnung [s];44. Berechnung [s];45. Berechnung [s];46. Berechnung [s];47. Berechnung [s];48. Berechnung [s];49. Berechnung [s];50. Berechnung [s];Durchschnittswert [s]
12.820111;12.633177;12.791143;13.038407;13.084893;12.779043;13.016352;13.010939;12.718866;12.869866;12.886533;12.880564;13.555966;13.812652;14.268212;13.011003;12.763738;13.002466;12.558466;12.525585;12.893493;12.924328;12.649168;12.872146;12.717378;12.362559;12.491794;12.477339;13.029553;13.064056;12.859956;12.562324;12.744756;12.537643;12.606410;12.768948;12.551573;12.940512;12.863736;12.781273;12.790932;13.109121;12.657995;12.793378;12.877879;12.991721;12.752101;13.003450;12.980676;12.776021;12.869204
